symbol	ensembl_gene_id	endpoint_role
MPZL1	ENSG00000197965	target
ZNF649	ENSG00000198093	target
EHMT2	ENSG00000204371	target
SAMD9	ENSG00000205413	target
LNP1	ENSG00000206535	target
COLQ	ENSG00000206561	target
ZNF134	ENSG00000213762	target
ZNF891	ENSG00000214029	target
SCAMP4	ENSG00000227500	target
SMIM35	ENSG00000255274	target
GTF3C4	ENSG00000125484	target
EID2	ENSG00000176396	target
STC2	ENSG00000113739	target
VLDLR	ENSG00000147852	target
UBE2L6	ENSG00000156587	target
CCDC28B	ENSG00000160050	target
FAAP20	ENSG00000162585	target
EIF3A	ENSG00000107581	target
H1-1	ENSG00000124610	target
SAP30BP	ENSG00000161526	target
LSM1	ENSG00000175324	target
PAGR1	ENSG00000280789	target
AURKA	ENSG00000087586	target
GTPBP10	ENSG00000105793	target
MKKS	ENSG00000125863	target
RXYLT1	ENSG00000118600	target
PKD1	ENSG00000008710	target
ALOX5	ENSG00000012779	target
EDC4	ENSG00000038358	target
ARID1B	ENSG00000049618	target
FNIP2	ENSG00000052795	target
FOXJ2	ENSG00000065970	target
ROCK1	ENSG00000067900	target
TCF7	ENSG00000081059	target
BZW1	ENSG00000082153	target
CAD	ENSG00000084774	target
EIF2AK1	ENSG00000086232	target
ALKBH5	ENSG00000091542	target
AGO1	ENSG00000092847	target
BCL7C	ENSG00000099385	target
LGMN	ENSG00000100600	target
ADNP	ENSG00000101126	target
AKT2	ENSG00000105221	target
PALS2	ENSG00000105926	target
DVL1	ENSG00000107404	target
TNKS2	ENSG00000107854	target
EIF4G2	ENSG00000110321	target
BBX	ENSG00000114439	target
CEP104	ENSG00000116198	target
KCNC4	ENSG00000116396	target
DCLRE1B	ENSG00000118655	target
ARMC7	ENSG00000125449	target
PRR12	ENSG00000126464	target
LRRC61	ENSG00000127399	target
CHMP2A	ENSG00000130724	target
RBM39	ENSG00000131051	target
THUMPD3	ENSG00000134077	target
CDK4	ENSG00000135446	target
GRHPR	ENSG00000137106	target
MTMR6	ENSG00000139505	target
NOL3	ENSG00000140939	target
SIRT3	ENSG00000142082	target
PRCC	ENSG00000143294	target
PKP4	ENSG00000144283	target
COPS7B	ENSG00000144524	target
PSPH	ENSG00000146733	target
TLK2	ENSG00000146872	target
UHRF2	ENSG00000147854	target
PABIR3	ENSG00000156500	target
ZNF714	ENSG00000160352	target
WDR90	ENSG00000161996	target
ZNF496	ENSG00000162714	target
BROX	ENSG00000162819	target
B3GALNT2	ENSG00000162885	target
RAD54L2	ENSG00000164080	target
NIPBL	ENSG00000164190	target
LIPC	ENSG00000166035	target
ZNF592	ENSG00000166716	target
TLCD3A	ENSG00000167695	target
NUDT16L1	ENSG00000168101	target
DNAJC21	ENSG00000168724	target
PLEKHA2	ENSG00000169499	target
ALCAM	ENSG00000170017	target
SMAGP	ENSG00000170545	target
ZNF672	ENSG00000171161	target
GPR137	ENSG00000173264	target
MSL2	ENSG00000174579	target
TMEM9B	ENSG00000175348	target
C18orf32	ENSG00000177576	target
RBM10	ENSG00000182872	target
TMEM106A	ENSG00000184988	target
SPIN4	ENSG00000186767	target
ZFTRAF1	ENSG00000187954	target
YRDC	ENSG00000196449	target
FUT11	ENSG00000196968	target
PCBP2	ENSG00000197111	target
ZNF772	ENSG00000197128	target
SPG7	ENSG00000197912	target
RNPS1	ENSG00000205937	target
MCUB	ENSG00000005059	target
NADK	ENSG00000008130	target
CRY1	ENSG00000008405	target
WIZ	ENSG00000011451	target
QPCTL	ENSG00000011478	target
EXTL3	ENSG00000012232	target
MAP4K5	ENSG00000012983	target
IFT88	ENSG00000032742	target
ADAMTS6	ENSG00000049192	target
TRAPPC3	ENSG00000054116	target
SDCCAG8	ENSG00000054282	target
TRAM2	ENSG00000065308	target
ELAVL1	ENSG00000066044	target
NFYC	ENSG00000066136	target
PALS1	ENSG00000072415	target
SP140	ENSG00000079263	target
ATG16L1	ENSG00000085978	target
ZW10	ENSG00000086827	target
MTMR2	ENSG00000087053	target
SYDE2	ENSG00000097096	target
TTLL1	ENSG00000100271	target
VTI1B	ENSG00000100568	target
RENBP	ENSG00000102032	target
VWA8	ENSG00000102763	target
ERCC2	ENSG00000104884	target
RNASEH2A	ENSG00000104889	target
CDC37	ENSG00000105401	target
DNASE2	ENSG00000105612	target
PIGL	ENSG00000108474	target
SEPSECS	ENSG00000109618	target
MAGOHB	ENSG00000111196	target
NT5DC3	ENSG00000111696	target
FANCE	ENSG00000112039	target
ACTR3	ENSG00000115091	target
COQ10B	ENSG00000115520	target
SLC25A12	ENSG00000115840	target
TSNAX	ENSG00000116918	target
CAMSAP2	ENSG00000118200	target
SENP5	ENSG00000119231	target
CTNNAL1	ENSG00000119326	target
OGFRL1	ENSG00000119900	target
RNF2	ENSG00000121481	target
ZC3H13	ENSG00000123200	target
ZNFX1	ENSG00000124201	target
HROB	ENSG00000125319	target
THOC2	ENSG00000125676	target
ATG4C	ENSG00000125703	target
BECN1	ENSG00000126581	target
INTS11	ENSG00000127054	target
HP1BP3	ENSG00000127483	target
GFER	ENSG00000127554	target
ANAPC13	ENSG00000129055	target
TRAF7	ENSG00000131653	target
AP3B1	ENSG00000132842	target
MORC4	ENSG00000133131	target
SWAP70	ENSG00000133789	target
TPGS2	ENSG00000134779	target
CARS2	ENSG00000134905	target
IREB2	ENSG00000136381	target
ATP6V1G1	ENSG00000136888	target
NDUFAF1	ENSG00000137806	target
PPIG	ENSG00000138398	target
INTS14	ENSG00000138614	target
ZGRF1	ENSG00000138658	target
SCAPER	ENSG00000140386	target
FTO	ENSG00000140718	target
ARHGAP17	ENSG00000140750	target
ILDR2	ENSG00000143195	target
XPR1	ENSG00000143324	target
DYRK3	ENSG00000143479	target
WDPCP	ENSG00000143951	target
LYG1	ENSG00000144214	target
METTL21A	ENSG00000144401	target
FANCD2	ENSG00000144554	target
PPIP5K2	ENSG00000145725	target
HIGD2A	ENSG00000146066	target
TBC1D32	ENSG00000146350	target
ARMT1	ENSG00000146476	target
RADX	ENSG00000147231	target
PTGES2	ENSG00000148334	target
IMMP1L	ENSG00000148950	target
CNKSR2	ENSG00000149970	target
PIP4K2A	ENSG00000150867	target
VPS26B	ENSG00000151502	target
ATG10	ENSG00000152348	target
ADGRA3	ENSG00000152990	target
CDYL	ENSG00000153046	target
HS2ST1	ENSG00000153936	target
CDK19	ENSG00000155111	target
MICU3	ENSG00000155970	target
CARNMT1	ENSG00000156017	target
FBXO43	ENSG00000156509	target
PTPDC1	ENSG00000158079	target
FANCC	ENSG00000158169	target
ATAD3B	ENSG00000160072	target
FLAD1	ENSG00000160688	target
ZNF394	ENSG00000160908	target
CYB561A3	ENSG00000162144	target
SMIM12	ENSG00000163866	target
MAP9	ENSG00000164114	target
CEP44	ENSG00000164118	target
NDUFAF2	ENSG00000164182	target
LMBRD2	ENSG00000164187	target
PDSS2	ENSG00000164494	target
EML5	ENSG00000165521	target
C18orf54	ENSG00000166845	target
MVD	ENSG00000167508	target
HOOK3	ENSG00000168172	target
C15orf40	ENSG00000169609	target
STX8	ENSG00000170310	target
NUDT9	ENSG00000170502	target
SOCS5	ENSG00000171150	target
GPHN	ENSG00000171723	target
SHLD1	ENSG00000171984	target
MTBP	ENSG00000172167	target
TEFM	ENSG00000172171	target
PSME3IP1	ENSG00000172775	target
RNF26	ENSG00000173456	target
CEP83	ENSG00000173588	target
MSRA	ENSG00000175806	target
PLEKHF2	ENSG00000175895	target
PAWR	ENSG00000177425	target
ZNF620	ENSG00000177842	target
GEN1	ENSG00000178295	target
RPP25	ENSG00000178718	target
CEP63	ENSG00000182923	target
CCR3	ENSG00000183625	target
AP3M1	ENSG00000185009	target
PURA	ENSG00000185129	target
BRWD1	ENSG00000185658	target
CXorf38	ENSG00000185753	target
ZNF383	ENSG00000188283	target
TSC22D2	ENSG00000196428	target
ZFP62	ENSG00000196670	target
HTT	ENSG00000197386	target
GPATCH3	ENSG00000198746	target
MAGEE1	ENSG00000198934	target
PRRC2A	ENSG00000204469	target
TRDC	ENSG00000211829	target
IGHM	ENSG00000211899	target
TAS2R14	ENSG00000212127	target
GALT	ENSG00000213930	target
MTCP1	ENSG00000214827	target
MYL5	ENSG00000215375	target
C16orf95	ENSG00000260456	target
LENG9	ENSG00000275183	target
TBCE	ENSG00000284770	target
ALS2	ENSG00000003393	target
LDAF1	ENSG00000011638	target
CHDH	ENSG00000016391	target
UBA6	ENSG00000033178	target
SLC66A1	ENSG00000040487	target
ZNF280C	ENSG00000056277	target
PSD	ENSG00000059915	target
SPAG4	ENSG00000061656	target
CLASP1	ENSG00000074054	target
PLD1	ENSG00000075651	target
LXN	ENSG00000079257	target
ARG2	ENSG00000081181	target
ACOX3	ENSG00000087008	target
KDM2B	ENSG00000089094	target
PLEKHG2	ENSG00000090924	target
PUS7	ENSG00000091127	target
ITPR3	ENSG00000096433	target
NRP1	ENSG00000099250	target
ELF4	ENSG00000102034	target
SFRP1	ENSG00000104332	target
GCDH	ENSG00000105607	target
DUSP3	ENSG00000108861	target
HLF	ENSG00000108924	target
PSMD9	ENSG00000110801	target
ELK3	ENSG00000111145	target
SEC24A	ENSG00000113615	target
ARL6	ENSG00000113966	target
IGFBP2	ENSG00000115457	target
MOB4	ENSG00000115540	target
TMEM59	ENSG00000116209	target
CTH	ENSG00000116761	target
RLF	ENSG00000117000	target
CD46	ENSG00000117335	target
RAB9B	ENSG00000123570	target
ZBP1	ENSG00000124256	target
VAMP7	ENSG00000124333	target
AGAP3	ENSG00000133612	target
GGACT	ENSG00000134864	target
TMEM19	ENSG00000139291	target
TDG	ENSG00000139372	target
CBLN3	ENSG00000139899	target
GEMIN7	ENSG00000142252	target
IPMK	ENSG00000151151	target
TEX29	ENSG00000153495	target
CIART	ENSG00000159208	target
ADPGK	ENSG00000159322	target
NR2F6	ENSG00000160113	target
YEATS2	ENSG00000163872	target
MFSD8	ENSG00000164073	target
GKAP1	ENSG00000165113	target
RAMAC	ENSG00000169612	target
EXOSC1	ENSG00000171311	target
TNKS	ENSG00000173273	target
PPP1R3B	ENSG00000173281	target
ADO	ENSG00000181915	target
GET1	ENSG00000182093	target
TSKU	ENSG00000182704	target
ACBD3	ENSG00000182827	target
PTGDR2	ENSG00000183134	target
ASCL2	ENSG00000183734	target
MAFF	ENSG00000185022	target
TTC30B	ENSG00000196659	target
GTF2E2	ENSG00000197265	target
CFD	ENSG00000197766	target
CFAP95	ENSG00000204711	target
SDHAF1	ENSG00000205138	target
PSENEN	ENSG00000205155	target
RNF208	ENSG00000212864	target
GANC	ENSG00000214013	target
SH3D21	ENSG00000214193	target
PPME1	ENSG00000214517	target
ZNF688	ENSG00000229809	target
PDXP	ENSG00000241360	target
MTFP1	ENSG00000242114	target
NUDT18	ENSG00000275074	target
LAP3	ENSG00000002549	target
ARF5	ENSG00000004059	target
KDM1A	ENSG00000004487	target
VPS50	ENSG00000004766	target
ZFX	ENSG00000005889	target
COX10	ENSG00000006695	target
CEACAM21	ENSG00000007129	target
MED24	ENSG00000008838	target
RHOBTB2	ENSG00000008853	target
UBE3C	ENSG00000009335	target
LARS2	ENSG00000011376	target
SPAST	ENSG00000021574	target
ABCC2	ENSG00000023839	target
MIPEP	ENSG00000027001	target
ZZZ3	ENSG00000036549	target
METTL1	ENSG00000037897	target
CTNS	ENSG00000040531	target
THAP3	ENSG00000041988	target
MED17	ENSG00000042429	target
RETSAT	ENSG00000042445	target
KATNIP	ENSG00000047578	target
SNX29	ENSG00000048471	target
THRAP3	ENSG00000054118	target
POLR3E	ENSG00000058600	target
CCAR1	ENSG00000060339	target
OGFR	ENSG00000060491	target
MON2	ENSG00000061987	target
MTMR1	ENSG00000063601	target
TAF2	ENSG00000064313	target
DIP2B	ENSG00000066084	target
ARFGEF1	ENSG00000066777	target
ZFAT	ENSG00000066827	target
IARS2	ENSG00000067704	target
VASH1	ENSG00000071246	target
RDH11	ENSG00000072042	target
UBE2D1	ENSG00000072401	target
SELENOO	ENSG00000073169	target
MARK3	ENSG00000075413	target
ANKRD13A	ENSG00000076513	target
TRAF4	ENSG00000076604	target
JADE1	ENSG00000077684	target
TIGAR	ENSG00000078237	target
UBE2D4	ENSG00000078967	target
RIF1	ENSG00000080345	target
RBL1	ENSG00000080839	target
DELE1	ENSG00000081791	target
ZNF324	ENSG00000083812	target
USP40	ENSG00000085982	target
DIMT1	ENSG00000086189	target
UIMC1	ENSG00000087206	target
STRN4	ENSG00000090372	target
EFNB1	ENSG00000090776	target
ZC3HC1	ENSG00000091732	target
HOOK2	ENSG00000095066	target
BAMBI	ENSG00000095739	target
TMED1	ENSG00000099203	target
LZTR1	ENSG00000099949	target
SBF1	ENSG00000100241	target
SNW1	ENSG00000100603	target
TRIP11	ENSG00000100815	target
PYGB	ENSG00000100994	target
UQCC1	ENSG00000101019	target
PFDN4	ENSG00000101132	target
DHX35	ENSG00000101452	target
XIAP	ENSG00000101966	target
RP2	ENSG00000102218	target
CDK16	ENSG00000102225	target
KLF5	ENSG00000102554	target
LONP2	ENSG00000102910	target
BCKDK	ENSG00000103507	target
RPAP1	ENSG00000103932	target
OIP5	ENSG00000104147	target
SGK3	ENSG00000104205	target
TRIM35	ENSG00000104228	target
MTMR9	ENSG00000104643	target
R3HCC1	ENSG00000104679	target
UBXN8	ENSG00000104691	target
NUMBL	ENSG00000105245	target
DMAC2	ENSG00000105341	target
DBP	ENSG00000105516	target
MIER2	ENSG00000105556	target
GSK3A	ENSG00000105723	target
PHF14	ENSG00000106443	target
CEP41	ENSG00000106477	target
CDC37L1	ENSG00000106993	target
PPP3CB	ENSG00000107758	target
EDRF1	ENSG00000107938	target
MTPAP	ENSG00000107951	target
CUL2	ENSG00000108094	target
TSPAN14	ENSG00000108219	target
FBXL20	ENSG00000108306	target
CNTNAP1	ENSG00000108797	target
ELP4	ENSG00000109911	target
ATG2A	ENSG00000110046	target
FOXRED1	ENSG00000110074	target
PANX1	ENSG00000110218	target
CD81	ENSG00000110651	target
NUP98	ENSG00000110713	target
HPS5	ENSG00000110756	target
COQ5	ENSG00000110871	target
SLC11A2	ENSG00000110911	target
ITFG2	ENSG00000111203	target
ACAD10	ENSG00000111271	target
NNT	ENSG00000112992	target
MSH3	ENSG00000113318	target
ERGIC1	ENSG00000113719	target
BNIP1	ENSG00000113734	target
PCCB	ENSG00000114054	target
PRKAR2A	ENSG00000114302	target
WDR48	ENSG00000114742	target
COMMD2	ENSG00000114744	target
TTC31	ENSG00000115282	target
BIRC6	ENSG00000115760	target
C2orf42	ENSG00000115998	target
EPHA4	ENSG00000116106	target
DNAJC16	ENSG00000116138	target
NCF2	ENSG00000116701	target
WARS2	ENSG00000116874	target
ID3	ENSG00000117318	target
IPO13	ENSG00000117408	target
ERI3	ENSG00000117419	target
NSUN4	ENSG00000117481	target
ATF6	ENSG00000118217	target
SPP1	ENSG00000118785	target
UBN1	ENSG00000118900	target
NDUFA8	ENSG00000119421	target
DCAF4	ENSG00000119599	target
ACYP1	ENSG00000119640	target
DLST	ENSG00000119689	target
ATL2	ENSG00000119787	target
LGALSL	ENSG00000119862	target
DUSP1	ENSG00000120129	target
CAAP1	ENSG00000120159	target
MTRF1	ENSG00000120662	target
DNAJC15	ENSG00000120675	target
FAM53C	ENSG00000120709	target
SEC22A	ENSG00000121542	target
POLR3GL	ENSG00000121851	target
SLC25A16	ENSG00000122912	target
ACADS	ENSG00000122971	target
ATPAF1	ENSG00000123472	target
CNOT1	ENSG00000125107	target
CLYBL	ENSG00000125246	target
EFNB2	ENSG00000125266	target
DMAC2L	ENSG00000125375	target
ARMCX5	ENSG00000125962	target
AGO3	ENSG00000126070	target
TMEM53	ENSG00000126106	target
IRF3	ENSG00000126456	target
SCAF1	ENSG00000126461	target
SIN3B	ENSG00000127511	target
METTL25	ENSG00000127720	target
HERC2	ENSG00000128731	target
RIPK3	ENSG00000129465	target
ADCY4	ENSG00000129467	target
QRICH2	ENSG00000129646	target
ECSIT	ENSG00000130159	target
QRSL1	ENSG00000130348	target
MTRES1	ENSG00000130349	target
MED18	ENSG00000130772	target
SHFL	ENSG00000130813	target
UBE4B	ENSG00000130939	target
TUBG1	ENSG00000131462	target
VPS25	ENSG00000131475	target
GCH1	ENSG00000131979	target
FBXW9	ENSG00000132004	target
CARD6	ENSG00000132357	target
PTPRA	ENSG00000132670	target
XPO4	ENSG00000132953	target
SLC39A11	ENSG00000133195	target
PPHLN1	ENSG00000134283	target
IL15RA	ENSG00000134470	target
STK26	ENSG00000134602	target
PHC2	ENSG00000134686	target
ELP2	ENSG00000134759	target
TAOK3	ENSG00000135090	target
TOR1B	ENSG00000136816	target
RNF121	ENSG00000137522	target
SLC37A4	ENSG00000137700	target
IFT172	ENSG00000138002	target
PNPT1	ENSG00000138035	target
FBXO11	ENSG00000138081	target
LRPPRC	ENSG00000138095	target
EXOC6	ENSG00000138190	target
PARP16	ENSG00000138617	target
RBM26	ENSG00000139746	target
CUL4A	ENSG00000139842	target
STON2	ENSG00000140022	target
POLG	ENSG00000140521	target
EFL1	ENSG00000140598	target
PMM2	ENSG00000140650	target
PARN	ENSG00000140694	target
DUS3L	ENSG00000141994	target
URB1	ENSG00000142207	target
SAE1	ENSG00000142230	target
ZNF473	ENSG00000142528	target
PIGM	ENSG00000143315	target
OAZ3	ENSG00000143450	target
GATAD2B	ENSG00000143614	target
C1orf131	ENSG00000143633	target
CAMKMT	ENSG00000143919	target
ETAA1	ENSG00000143971	target
KANSL1L	ENSG00000144445	target
PIK3R1	ENSG00000145675	target
NAPRT	ENSG00000147813	target
REXO4	ENSG00000148300	target
DNAJB12	ENSG00000148719	target
TAF5	ENSG00000148835	target
GLB1L2	ENSG00000149328	target
SLX4IP	ENSG00000149346	target
KAT14	ENSG00000149474	target
CPSF7	ENSG00000149532	target
PLCB3	ENSG00000149782	target
TM7SF2	ENSG00000149809	target
PPP4C	ENSG00000149923	target
CCDC102B	ENSG00000150636	target
ATPSCKMT	ENSG00000150756	target
NKAPD1	ENSG00000150776	target
DLG5	ENSG00000151208	target
NUBPL	ENSG00000151413	target
NBAS	ENSG00000151779	target
SLC30A6	ENSG00000152683	target
CARHSP1	ENSG00000153048	target
INO80C	ENSG00000153391	target
FBXO36	ENSG00000153832	target
KCTD15	ENSG00000153885	target
ZNF599	ENSG00000153896	target
GDPD1	ENSG00000153982	target
CCSAP	ENSG00000154429	target
APOOL	ENSG00000155008	target
OTUD6B	ENSG00000155100	target
FLACC1	ENSG00000155749	target
RNF20	ENSG00000155827	target
GNAQ	ENSG00000156052	target
RPGR	ENSG00000156313	target
CDK20	ENSG00000156345	target
MFSD14A	ENSG00000156875	target
GALK2	ENSG00000156958	target
SPPL3	ENSG00000157837	target
C12orf43	ENSG00000157895	target
NCK1	ENSG00000158092	target
CFAP410	ENSG00000160226	target
PCNT	ENSG00000160299	target
ENTREP3	ENSG00000160767	target
UBQLN4	ENSG00000160803	target
LRWD1	ENSG00000161036	target
TMEM143	ENSG00000161558	target
NEU3	ENSG00000162139	target
SLMAP	ENSG00000163681	target
GYG1	ENSG00000163754	target
TMEM41A	ENSG00000163900	target
ERMAP	ENSG00000164010	target
PGGT1B	ENSG00000164219	target
COG5	ENSG00000164597	target
PHAX	ENSG00000164902	target
CCDC171	ENSG00000164989	target
RPUSD4	ENSG00000165526	target
ENOX2	ENSG00000165675	target
ENTR1	ENSG00000165689	target
SPACA9	ENSG00000165698	target
BORCS5	ENSG00000165714	target
BTRC	ENSG00000166167	target
ZNF202	ENSG00000166261	target
BORCS7	ENSG00000166275	target
GARRE1	ENSG00000166398	target
ZMAT1	ENSG00000166432	target
TMX3	ENSG00000166479	target
CNPY4	ENSG00000166997	target
URM1	ENSG00000167118	target
DPEP2	ENSG00000167261	target
RHEBL1	ENSG00000167550	target
ZNF283	ENSG00000167637	target
KIFC2	ENSG00000167702	target
GHDC	ENSG00000167925	target
NKIRAS2	ENSG00000168256	target
TRAPPC11	ENSG00000168538	target
GFM1	ENSG00000168827	target
CEP120	ENSG00000168944	target
DTWD2	ENSG00000169570	target
OTUD3	ENSG00000169914	target
PUSL1	ENSG00000169972	target
TMEM192	ENSG00000170088	target
GLB1	ENSG00000170266	target
ZNF524	ENSG00000171443	target
RAD9A	ENSG00000172613	target
ZNF621	ENSG00000172888	target
PHF8	ENSG00000172943	target
LCLAT1	ENSG00000172954	target
ADCK5	ENSG00000173137	target
DAG1	ENSG00000173402	target
ZNF791	ENSG00000173875	target
KICS2	ENSG00000174206	target
ZHX3	ENSG00000174306	target
ADGRE1	ENSG00000174837	target
C3orf33	ENSG00000174928	target
CCDC57	ENSG00000176155	target
RTTN	ENSG00000176225	target
VSIG10	ENSG00000176834	target
MTHFR	ENSG00000177000	target
KCNA2	ENSG00000177301	target
FLII	ENSG00000177731	target
RIC8A	ENSG00000177963	target
P4HTM	ENSG00000178467	target
ZNF552	ENSG00000178935	target
SPTY2D1	ENSG00000179119	target
DNHD1	ENSG00000179532	target
ZNF784	ENSG00000179922	target
C14orf119	ENSG00000179933	target
LRRC57	ENSG00000180979	target
FKRP	ENSG00000181027	target
OGFOD3	ENSG00000181396	target
IBA57	ENSG00000181873	target
RAD51B	ENSG00000182185	target
TRAK1	ENSG00000182606	target
CCDC125	ENSG00000183323	target
CCDC159	ENSG00000183401	target
PRR14L	ENSG00000183530	target
NIPSNAP1	ENSG00000184117	target
SCFD2	ENSG00000184178	target
BTBD6	ENSG00000184887	target
FAF1	ENSG00000185104	target
LRCH3	ENSG00000186001	target
ZNF529	ENSG00000186020	target
WWOX	ENSG00000186153	target
SMIM29	ENSG00000186577	target
ENTPD5	ENSG00000187097	target
SIRT7	ENSG00000187531	target
TET3	ENSG00000187605	target
SECISBP2	ENSG00000187742	target
LAMTOR4	ENSG00000188186	target
GTF2F2	ENSG00000188342	target
FOCAD	ENSG00000188352	target
CHM	ENSG00000188419	target
NDOR1	ENSG00000188566	target
ZDHHC9	ENSG00000188706	target
TMEM120B	ENSG00000188735	target
TRMT2B	ENSG00000188917	target
WDSUB1	ENSG00000196151	target
PPIA	ENSG00000196262	target
SUPT3H	ENSG00000196284	target
ZNF565	ENSG00000196357	target
TRRAP	ENSG00000196367	target
ARMCX4	ENSG00000196440	target
H2AC11	ENSG00000196787	target
SERTAD1	ENSG00000197019	target
SVIL	ENSG00000197321	target
ATG7	ENSG00000197548	target
KLHDC1	ENSG00000197776	target
SGTB	ENSG00000197860	target
NKIRAS1	ENSG00000197885	target
ZBTB14	ENSG00000198081	target
ZNF334	ENSG00000198185	target
QRICH1	ENSG00000198218	target
WWP2	ENSG00000198373	target
UVRAG	ENSG00000198382	target
ZNF583	ENSG00000198440	target
ZNF627	ENSG00000198551	target
DCAF12	ENSG00000198876	target
PRMT6	ENSG00000198890	target
MICB	ENSG00000204516	target
MICA	ENSG00000204520	target
CHUK	ENSG00000213341	target
SMIM7	ENSG00000214046	target
CSKMT	ENSG00000214756	target
NEURL4	ENSG00000215041	target
PEX26	ENSG00000215193	target
CCDC7	ENSG00000216937	target
HSBP1L1	ENSG00000226742	target
ZNF717	ENSG00000227124	target
PRAF2	ENSG00000243279	target
IL10RB	ENSG00000243646	target
DNAAF10	ENSG00000243667	target
COA8	ENSG00000256053	target
MC1R	ENSG00000258839	target
NOL12	ENSG00000273899	target
RCC1L	ENSG00000274523	target
TADA2A	ENSG00000276234	target
SCO2	ENSG00000284194	target
ELP1	ENSG00000070061	target
BCL7B	ENSG00000106635	target
YIPF2	ENSG00000130733	target
BTN3A1	ENSG00000026950	target
RSRC2	ENSG00000111011	target
SETD7	ENSG00000145391	target
UQCC3	ENSG00000204922	target
ELP3	ENSG00000134014	target
RSPRY1	ENSG00000159579	target
NDUFA13	ENSG00000186010	target
RHOA	ENSG00000067560	target
EPC1	ENSG00000120616	target
ITPRIPL1	ENSG00000198885	target
ELOA	ENSG00000011007	target
TCEANC2	ENSG00000116205	target
RPA2	ENSG00000117748	target
ZRANB2	ENSG00000132485	target
VARS2	ENSG00000137411	target
LATS2	ENSG00000150457	target
UBXN11	ENSG00000158062	target
PEF1	ENSG00000162517	target
SOS2	ENSG00000100485	target
ARHGEF6	ENSG00000129675	target
ERCC4	ENSG00000175595	target
BMP1	ENSG00000168487	target
CSNK1G1	ENSG00000169118	target
ERCC6L	ENSG00000186871	target
NIPAL3	ENSG00000001461	target
KRIT1	ENSG00000001631	target
UTP18	ENSG00000011260	target
BRCA1	ENSG00000012048	target
MAN2B2	ENSG00000013288	target
MDH1	ENSG00000014641	target
RAD51	ENSG00000051180	target
ITIH4	ENSG00000055955	target
ZFR	ENSG00000056097	target
POLD1	ENSG00000062822	target
TP63	ENSG00000073282	target
NT5C2	ENSG00000076685	target
DGKD	ENSG00000077044	target
ZCWPW1	ENSG00000078487	target
TOLLIP	ENSG00000078902	target
PPIE	ENSG00000084072	target
KIF3C	ENSG00000084731	target
NSFL1C	ENSG00000088833	target
SLC9A1	ENSG00000090020	target
PABPC4	ENSG00000090621	target
MFSD11	ENSG00000092931	target
PSMD5	ENSG00000095261	target
GTPBP1	ENSG00000100226	target
RHBDD3	ENSG00000100263	target
NIN	ENSG00000100503	target
GNPNAT1	ENSG00000100522	target
VAC14	ENSG00000103043	target
ABHD17B	ENSG00000107362	target
CBL	ENSG00000110395	target
ABCC5	ENSG00000114770	target
TTF2	ENSG00000116830	target
EXOSC9	ENSG00000123737	target
SDCBP2	ENSG00000125775	target
ZNF337	ENSG00000130684	target
PSMC3IP	ENSG00000131470	target
SCLY	ENSG00000132330	target
NXT1	ENSG00000132661	target
CCNH	ENSG00000134480	target
VPS45	ENSG00000136631	target
APTX	ENSG00000137074	target
PPM1B	ENSG00000138032	target
CDKL2	ENSG00000138769	target
SEC24B	ENSG00000138802	target
SLC46A3	ENSG00000139508	target
UQCRC2	ENSG00000140740	target
SAP18	ENSG00000150459	target
SACS	ENSG00000151835	target
DIPK1A	ENSG00000154511	target
HYCC2	ENSG00000155744	target
MALSU1	ENSG00000156928	target
VPS8	ENSG00000156931	target
TMEM69	ENSG00000159596	target
DFFA	ENSG00000160049	target
SLX9	ENSG00000160256	target
GFI1	ENSG00000162676	target
PUS10	ENSG00000162927	target
IWS1	ENSG00000163166	target
GFM2	ENSG00000164347	target
ORC5	ENSG00000164815	target
ZFYVE1	ENSG00000165861	target
AGBL2	ENSG00000165923	target
SRR	ENSG00000167720	target
MPLKIP	ENSG00000168303	target
GPS1	ENSG00000169727	target
NLGN2	ENSG00000169992	target
USP47	ENSG00000170242	target
IQCB1	ENSG00000173226	target
PRPF8	ENSG00000174231	target
POLD4	ENSG00000175482	target
NSUN3	ENSG00000178694	target
FAM83H	ENSG00000180921	target
ACBD4	ENSG00000181513	target
RNF41	ENSG00000181852	target
COA4	ENSG00000181924	target
SLC25A10	ENSG00000183048	target
SFXN4	ENSG00000183605	target
UBE2G2	ENSG00000184787	target
RBM33	ENSG00000184863	target
NDUFA6	ENSG00000184983	target
PRMT3	ENSG00000185238	target
THNSL1	ENSG00000185875	target
LYRM7	ENSG00000186687	target
RRP7A	ENSG00000189306	target
LRIG2	ENSG00000198799	target
DNASE1	ENSG00000213918	target
VPS52	ENSG00000223501	target
FNDC10	ENSG00000228594	target
KLHL24	ENSG00000114796	target
NBEAL1	ENSG00000144426	target
CALR	ENSG00000179218	target
CDC27	ENSG00000004897	target
YWHAE	ENSG00000108953	target
METAP2	ENSG00000111142	target
KIF14	ENSG00000118193	target
PAIP2	ENSG00000120727	target
PRPF38A	ENSG00000134748	target
SASS6	ENSG00000156876	target
DBF4B	ENSG00000161692	target
CCNL1	ENSG00000163660	target
CHRNB1	ENSG00000170175	target
SHCBP1	ENSG00000171241	target
UBE2C	ENSG00000175063	target
EIF3F	ENSG00000175390	target
MIGA1	ENSG00000180488	target
JRKL	ENSG00000183340	target
